MLS ID,Sale Price,Close Date,Address,Zip Code,Total Sq. Ft.,Lot Size,Latitude,Longitude,High School,High School Rank,Middle School,Middle School Rank,Elementary School,Elementary School Rank
2044182,276000.0,2021-03-05,3927 Riviera GR #202,80922,1276.0,685.0,38.8874847,-104.70490799999999,Cripple Creek-Victor Junior-Senior High School,2,NaN,3,Penrose Elementary School,4
6709681,280000.0,2021-03-12,3975 Aspen Leaf PT,80917,1480.0,810.0,38.8882824,-104.7621116,Doherty High School,2,NaN,1,NaN,3
8472016,280000.0,2021-03-23,3765 Hartsock LN #307,80917,1301.0,437.0,38.8730553,-104.75759599999999,Rampart High School,4,NaN,1,Inspiration View Elementary School,2
8330596,284250.0,2021-03-25,597 Observatory DR,80904,1078.0,833.0,38.8420543,-104.8409099,Doherty High School,3,NaN,3,NaN,3
9957790,284700.0,2021-03-17,4072 N Colony Hills CR,80916,1550.0,6398.96,38.7829725,-104.7519539,Cripple Creek-Victor Junior-Senior High School,1,NaN,NaN,Remington Elementary School,2
3704587,285000.0,2021-03-17,1506 Prairie RD,80909,2184.0,6954.0,38.8544707,-104.7892304,Cripple Creek-Victor Junior-Senior High School,1,NaN,1,Widefield Elementary School of the Arts,4
5846657,287000.0,2021-03-17,7072 Yampa River HT,80817,1486.0,1413.0,38.714491,-104.69723,Coronado High School,2,NaN,3,Falcon Elementary School Of Technology,2
7455360,289500.0,2021-03-17,1965 Montura VW #102,80919,1111.0,740.0,38.9166312,-104.86403590000002,Sand Creek High School,4,Lewis-Palmer Middle School,4,Coperni 2,2
3882164,290000.0,2021-03-25,40 Huron CR,80816,1432.0,51836.0,38.91794540000001,-105.2077226,Atlas Preparatory High School,NaN,Discovery Canyon Campus Middle School,NaN,NaN,2
4457664,290000.0,2021-03-19,3109 Broadmoor Valley RD #D,80906,1628.0,719.0,38.787235,-104.8232699,Doherty High School,1,Cheyenne Mountain Junior High School,2,Mountain Vista Community School,3
7017327,292000.0,2021-03-15,2849 Tumblewood GR,80910,1625.0,1716.0,38.8033316,-104.7768493,Power Technical Early College,1,Galileo School Of Math And Science,NaN,Coperni 2,1
5966544,293000.0,2021-03-12,6970 Los Reyes CR,80918,1573.0,976.0,38.9319638,-104.780817,Launch High School,4,Russell Middle School,3,NaN,2
7512258,295000.0,2021-03-19,1876 Montura VW #204,80919,1111.0,711.0,38.9171848,-104.8643558,Sand Creek High School,4,Fountain Middle School,4,Sunrise Elementary School,2
5331772,300000.0,2021-03-19,2319 Washo CR,80915,1745.0,1350.0,38.8649278,-104.6933828,Cripple Creek-Victor Junior-Senior High School,2,Mann Middle School,3,Academy Endeavour Elementary School,2
1745383,300000.0,2021-03-23,4787 Painted Sky VW,80916,1615.0,1513.0,38.7899656,-104.7378197,James Irwin Charter High School,4,NaN,4,Meridian Ranch Elementary School,4
7899634,301000.0,2021-03-19,7613 Silver Larch PT,80908,1606.0,1606.0,38.9428573,-104.69205179999999,Doherty High School,3,Fountain Middle School,3,Mountain View Elementary School,2
5676885,303000.0,2021-03-17,6215 Sandside VW,80923,1396.0,1328.0,38.924346,-104.697358,Achieve Online,3,Mann Middle School,3,Columbine Elementary School,4
9409452,305000.0,2021-03-19,5182 Dovetail LN,80916,2000.0,916.0,38.811677,-104.73438399999999,The Vanguard School (High),3,James Irwin Charter Middle School,1,Prairie Hills Elementary School,3
5047620,305000.0,2021-03-08,40 W Navajo ST,80905,1580.0,7500.0,38.8118332,-104.8285758,Doherty High School,5,Panorama Middle School,5,Bristol Elementary School,4
1080573,306000.0,2021-03-24,1289 Commanchero DR,80915,1391.0,8766.0,38.8502717,-104.6973439,Central High School,2,Horizon Middle School,3,The Vanguard School (Elementary),2
4312661,310000.0,2021-03-16,603 Zion DR,80910,1872.0,8480.0,38.82348289999999,-104.7813794,Coronado High School,0,Skyview Middle School,NaN,Bristol Elementary School,1
4254370,310000.0,2021-03-15,2327 Washo CR,80915,1745.0,1306.8,38.8648623,-104.6935869,Atlas Preparatory High School,2,North Middle School,3,Ranch Creek Elementary,2
3629424,310000.0,2021-03-11,2162 Phillips AL,80910,1602.0,1460.0,38.804568,-104.7841516,Sand Creek High School,1,Fox Meadow Middle School,NaN,Chinook Trail Elementary School,3
6747109,310945.0,2021-03-17,7614 Sand Lake HT,80908,1561.0,1716.0,38.9425192,-104.69012430000001,Zebulon Pike,3,Janitell Junior High School,3,Chinook Trail Elementary School,2
5125686,311000.0,2021-03-26,8179 Meadowcrest DR,80817,2728.0,7469.0,38.71346,-104.6939724,NaN,2,Galileo School Of Math And Science,3,Ute Pass Elementary School,2
7544367,312000.0,2021-03-26,9404 Bakersfield PT,80817,1794.0,1894.0,38.694914,-104.6940249,Eastlake High School Of Colorado Springs,1,Jack Swigert Aerospace Academy,2,Canon Elementary School,2
1643481,315000.0,2021-03-15,1209 Norwood AV,80905,1137.0,6000.0,38.7994614,-104.80549559999999,Career Readiness Academy,1,West Middle School,5,NaN,2
4420378,315000.0,2021-03-25,7663 Loopout GR,80831,1126.0,4157.0,38.9436605,-104.6057956,Welte Education Center,0,Galileo School Of Math And Science,3,Mountain Song Community School,3
1458951,315000.0,2021-03-19,10 Grant ST,81240,1840.0,20386.08,38.8563319,-104.77919109999999,Civa Charter Academy,1,Falcon Middle School,1,Antelope Trails Elementary School,4
9086080,317754.0,2021-03-23,5321 Passport VW,80922,1812.0,2396.0,38.8338816,-104.82136340000001,Paragon Learning Center,3,Watson Junior High School,2,Antelope Trails Elementary School,NaN
8844072,318000.0,2021-03-16,210 Creston DR,81004,1876.0,7405.2,38.2527559,-104.6419984,Doherty High School,1,Janitell Junior High School,1,Chinook Trail Elementary School,2
2458459,319300.0,2021-03-16,7624 Sand Lake HT,80908,1561.0,1658.0,38.9425192,-104.69012430000001,Sierra High School,3,Fountain Middle School,3,Jackson Elementary School,2
