MLS ID,Sale Price,Close Date,Address,Zip Code,Total Sq Ft,Lot Size,Latitude,Longitude,High School,High School Rank,Middle School,Middle School Rank,Elementary School,Elementary School Rank,dollar/sqft,Walk Score
8704208,372584.0,2021-02-11,1830 Peak Prairie LN,80132,1694.0,4250.0,39.0699243,-104.8622879,,,John Wesley Powell Middle School,4.0,,4.0,219.94332939787486,13
2755843,373000.0,2021-02-12,6777 Shadow Star DR,80927,1932.0,3534.0,38.929722,-104.660795,,,Challenger Middle School,3.0,Jordahl Elementary School,,193.064182194617,0
2616359,373937.0,2021-02-09,3228 Bewildering HT,80908,1695.0,2622.0,38.9885643,-104.7672513,,,Challenger Middle School,5.0,Rocky Mountain Classical Academy,5.0,220.6117994100295,0
2691351,375000.0,2021-02-12,4965 Garden TR,80918,3296.0,9000.0,38.9033489,-104.7826708,,,North Middle School,2.0,Inspiration View Elementary School,2.0,113.77427184466019,68
6384670,375000.0,2021-02-10,4615 El Camino DR,80918,1568.0,8030.0,38.89897060000001,-104.7620527,,,,2.0,,3.0,239.15816326530611,61
7979966,375500.0,2021-02-12,7935 Dakota Ridge PL,80920,1776.0,5227.0,38.9469466,-104.7856188,,,Watson Junior High School,3.0,Mountain Song Community School,3.0,211.43018018018017,39
9050226,376200.0,2021-02-12,358 Oxford PL,80816,1278.0,90604.8,38.9204537,-105.2431825,,,West Middle School,,Grand Peak Academy,,294.36619718309856,0
1255382,377000.0,2021-02-08,7219 Preble DR,80915,2336.0,5000.0,38.8454416,-104.6926031,,,Chinook Trail Middle School,3.0,Eagleside Elementary School,2.0,161.38698630136986,18
2039135,378000.0,2021-02-12,226 N Franklin ST,80903,1078.0,4480.0,38.8366732,-104.8117418,,,,2.0,French Elementary School,4.0,350.64935064935065,78
6686657,380000.0,2021-02-12,5117 Iron Horse TR,80917,1928.0,9640.0,38.9026048,-104.7254114,,2.0,,3.0,Antelope Trails Elementary School,2.0,197.0954356846473,13
6625593,380000.0,2021-02-10,3644 Chia DR,80925,2353.0,6044.0,38.7778899,-104.6516084,,4.0,Fox Meadow Middle School,4.0,Woodmen Hills Elementary School,,161.49596260093497,6
3858899,383500.0,2021-02-02,10857 Hidden Prairie PW,80817,2266.0,7045.0,38.6738447,-104.6926904,,3.0,Jack Swigert Aerospace Academy,2.0,Midland Elementary School,1.0,169.24095322153573,2
8670909,383500.0,2021-02-10,6925 Lonewood DR,80925,3592.0,216929.0,38.73096109999999,-104.6795765,,2.0,Atlas Preparatory Middle School,3.0,Monument Charter Academy,3.0,106.76503340757239,0
9035664,385000.0,2021-02-11,9813 Gilpin ST,80229,1569.0,7000.0,38.8094344,-104.7840277,,1.0,Jack Swigert Aerospace Academy,,Sand Creek Elementary School,3.0,245.37922243467176,40
8045520,385000.0,2021-02-12,2465 Reed Grass WY,80915,2920.0,7105.0,38.8614211,-104.6917401,,2.0,,3.0,Mountain View Elementary School,2.0,131.84931506849315,5
5360468,385000.0,2021-02-10,2327 Dublin BL,80918,1224.0,3743.0,38.9254493,-104.7842718,,4.0,Fox Meadow Middle School,2.0,Mountain View Elementary School,2.0,314.5424836601307,30
4226359,385000.0,2021-02-11,5040 Chickweed DR,80917,1914.0,8932.0,38.9005377,-104.734662,,2.0,Manitou Springs Middle School,2.0,Coperni 2,4.0,201.1494252873563,39
6370069,387500.0,2021-02-10,3045 RHAPSODY DR,80920,2099.0,12731.0,38.9448037,-104.7684604,,4.0,Janitell Junior High School,3.0,,3.0,184.61171986660315,49
9355614,389942.0,2021-02-10,1842 Peak Prairie LN,80132,1850.0,4927.0,39.0699243,-104.8622879,,4.0,Atlas Preparatory Middle School,4.0,Edith Wolford Elementary School,4.0,210.77945945945945,13
8397866,390405.0,2021-02-08,7368 Hawk Wind BL,80923,1457.0,3795.0,38.9232413,-104.6882519,,3.0,Russell Middle School,3.0,Venetucci Elementary School,4.0,267.9512697323267,8
7573200,393057.0,2021-02-11,6431 Mustang Rim DR,80923,1762.0,3825.0,38.9280442,-104.6899116,,3.0,Skyview Middle School,3.0,Buena Vista Elementary School,4.0,223.07434733257662,8
9818668,398000.0,2021-02-12,331 Buttonwood CT,80132,2091.0,9515.0,39.097081,-104.8691547,,5.0,,4.0,Edith Wolford Elementary School,4.0,190.33955045432808,51
7198081,399000.0,2021-02-10,6051 Dancing Sun WY,80911,3123.0,5535.0,38.7651533,-104.712776,,1.0,,,Kit Carson Elementary School,2.0,127.76176753121999,0
8202513,400000.0,2021-02-11,12221 Anacostia DR,80831,2644.0,5411.0,38.9760316,-104.6001496,,3.0,,3.0,,4.0,151.285930408472,10
2715518,400000.0,2021-02-10,7949 Whistlestop LN,80817,2709.0,6600.0,38.6962261,-104.6797815,,1.0,,2.0,Oak Creek Elementary School,3.0,147.65596160944997,2
9092880,400000.0,2021-02-12,3230 Heather Glen DR,80922,2164.0,7476.0,38.8795171,-104.6995763,,2.0,,3.0,Roosevelt Charter Academy,4.0,184.84288354898337,21
1734691,400000.0,2021-02-12,6990 kipling ST,80911,2816.0,8600.0,38.7303525,-104.7065473,,2.0,,3.0,Monroe Elementary School,4.0,142.04545454545453,10
6432929,400000.0,2021-02-10,5925 Del Paz DR,80918,3187.0,9300.0,38.9176428,-104.7671109,,2.0,,2.0,Monroe Elementary School,2.0,125.50988390335739,33
1082901,401153.0,2021-02-15,11139 Galaxy Hunter DR,80908,2598.0,5750.0,38.9932209,-104.7682941,,5.0,,5.0,,5.0,154.40839107005388,0
8797231,403050.0,2021-02-08,6052 Bow River DR,80923,2643.0,7893.0,38.9230676,-104.7299227,,3.0,,3.0,Stratmoor Hills Elementary School,3.0,152.4971623155505,29
5198362,405000.0,2021-02-12,2342 Spring Blossom DR,80910,2740.0,7355.0,38.7985538,-104.7768651,,2.0,,,Howbert Elementary School,1.0,147.8102189781022,21
4075717,406000.0,2021-02-12,3617 San Pedro PL,80906,1890.0,8742.0,38.7802086,-104.8065442,Doherty High School,2.0,,2.0,Mesa Elementary School,3.0,214.8148148148148,56
1762707,410000.0,2021-02-11,5961 Desoto DR,80922,2742.0,3990.0,38.9083408,-104.7065473,James Irwin Charter High School,3.0,,3.0,Monroe Elementary School,3.0,149.52589350838804,14
4126808,410000.0,2021-02-12,19105 Birdseye VW,80831,2058.0,1550736.0,39.113887,-104.476773,Fountain-Fort Carson High School,,,,Rudy Elementary School,,199.22254616132167,0
8387556,420000.0,2021-02-05,6411 Passing Sky DR,80911,2723.0,10909.0,38.7614723,-104.7120604,Mesa Ridge High School,2.0,,2.0,Ridgeview Elementary School,2.0,154.24164524421593,0
6425941,420000.0,2021-02-12,6395 La Plata Peak DR,80923,2576.0,6050.0,38.9149641,-104.7137463,Career Readiness Academy,3.0,,3.0,Monroe Elementary School,2.0,163.04347826086956,53
2755416,422500.0,2021-02-11,6659 Silverwind CR,80923,2769.0,5466.0,38.9289699,-104.7016721,Power Technical Early College,3.0,,3.0,Manitou Springs Elementary School,4.0,152.58215962441315,7
4552675,423000.0,2021-02-10,4343 Desert Canyon TR,80922,2441.0,5750.0,38.8949083,-104.6883527,Rampart High School,2.0,,3.0,Monterey Elementary School,,173.28963539532978,12
8850523,425000.0,2021-02-12,4556 Laramie Sky DR,80922,2319.0,7405.2,38.8978204,-104.7175738,Doherty High School,2.0,,3.0,Taylor Elementary School,2.0,183.26865028029323,36
6728734,425000.0,2021-02-10,1797 Silver Meadow CR,80951,3484.0,11102.0,38.86043799999999,-104.6775249,Rampart High School,2.0,,3.0,Widefield District 3 Preschool,2.0,121.98622273249138,18
6894774,425500.0,2021-02-10,9760 Arbor walk LN,80831,3158.0,7585.0,38.97173530000001,-104.5896402,Lewis-Palmer High School,3.0,,3.0,,4.0,134.73717542748574,1
1920124,430000.0,2021-02-09,1710 Kimberly PL,80915,3119.0,17698.43,38.8570684,-104.7291025,Vista Ridge High School,5.0,,3.0,Widefield District 3 Preschool,1.0,137.86470022443092,32
9107432,430000.0,2021-02-10,8070 Interlaken DR,80920,2537.0,7440.0,38.9487962,-104.7378065,Vista Ridge High School,4.0,,4.0,,3.0,169.4915254237288,20
9076580,430000.0,2021-02-01,12682 Longview Park LN,80831,2594.0,12428.0,38.989648,-104.592062,Palmer Ridge High School,3.0,,3.0,Oak Creek Elementary School,4.0,165.76715497301464,3
8163906,431000.0,2021-02-11,12149 Eagle Crest CT,80831,2825.0,7352.0,38.9710046,-104.6022831,Discovery High School,3.0,,3.0,Lewis-Palmer Elementary School,4.0,152.56637168141592,10
7288668,431169.0,2021-02-08,2733 Pony Club DR,80922,2636.0,5043.0,38.8720526,-104.6937089,Falcon High School,2.0,,3.0,Otero Elementary School,4.0,163.56942336874053,18
7194362,435400.0,2021-02-11,8117 Ravenel DR,80920,2643.0,5270.0,38.9486625,-104.7589989,Welte Education Center,4.0,,4.0,Evans International Elementary School,2.0,164.737041241014,29
5800445,436000.0,2021-02-16,14213 Woodrock PA,80921,2553.0,5626.0,39.0381361,-104.8361616,Sand Creek High School,5.0,,4.0,Pinello Elementary School,4.0,170.77947512730123,9
5501759,438000.0,2021-02-10,6445 Pinto Pony DR,80922,2560.0,6000.0,38.8724705,-104.7084153,Mesa Ridge High School,5.0,,3.0,,4.0,171.09375,24
4378050,439000.0,2021-02-10,2195 Fallview DR,81006,4325.0,43560.0,38.2271174,-104.5571972,Doherty High School,1.0,,2.0,Centennial Elementary School,2.0,101.5028901734104,0
7564875,440000.0,2021-02-12,1503 Winfield AV,80906,1796.0,6000.0,38.7941673,-104.8535567,Pine Creek High School,5.0,,5.0,Widefield District 3 Preschool,,244.98886414253897,24
8606983,440000.0,2021-02-10,279 Misty Creek DR,80132,2588.0,8758.0,39.0582549,-104.8314851,Vista Ridge High School,4.0,,4.0,,4.0,170.01545595054097,22
7683371,441000.0,2021-02-11,7636 Bullet RD,80831,2903.0,26400.0,38.9450957,-104.6067518,Harrison High School,0.0,,3.0,Jordahl Elementary School,3.0,151.91181536341716,51
5966396,443250.0,2021-02-11,13220 Park Meadows DR,80831,2900.0,7620.0,38.980397,-104.5838165,Harrison High School,3.0,,3.0,Otero Elementary School,4.0,152.8448275862069,2
6413135,445000.0,2021-02-11,3220 Brunswick DR,80920,2998.0,6727.0,38.96014520000001,-104.7596826,Vista Ridge High School,4.0,,3.0,Stratton Meadows Elementary School,4.0,148.43228819212808,52
9551055,446000.0,2021-02-12,9712 Emerald Vista DR,80831,3429.0,6312.0,38.9738264,-104.5796812,,3.0,,3.0,Frontier Elementary School,4.0,130.06707494896472,1
1653939,450000.0,2021-02-11,124 Trout Creek DR,80814,2466.0,164221.2,39.0097853,-105.26032659999998,Widefield High School,,,,Rogers Elementary School,,182.4817518248175,0
8587879,456500.0,2021-02-09,6915 Blazing Trail DR,80922,2550.0,6000.0,38.8820542,-104.7062739,Vista Ridge High School,2.0,,3.0,,4.0,179.01960784313727,27
2620930,459900.0,2021-02-12,6641 Hidden Hickory CR,80927,3274.0,4251.0,38.929442,-104.670969,Vista Ridge High School,3.0,,3.0,Twain Elementary School,,140.470372632865,4
7997523,460000.0,2021-02-12,17865 Mining WY,80132,2482.0,5010.0,39.09157039999999,-104.8433231,Sand Creek High School,4.0,,4.0,James Irwin Charter Academy,2.0,185.33440773569703,22
9707995,461750.0,2021-02-10,13593 Park Meadows DR,80831,3176.0,7025.0,38.9790727,-104.5791879,Sand Creek High School,3.0,,3.0,Academy For Advanced And Creative Learning,4.0,145.38727959697732,3
8098508,465000.0,2021-02-11,8361 Colorado Spruce LN,80927,3304.0,3720.0,38.927603,-104.6718193,Power Technical Early College,3.0,Horizon Middle School,3.0,Grant Elementary School,,140.73849878934624,4
9915177,467055.0,2021-02-09,4806 Olympus DR,80924,3048.0,7150.0,38.9824859,-104.7360625,Falcon High School,5.0,Sabin Middle School,,Soaring Eagles Elementary School,5.0,153.23326771653544,7
8477160,468500.0,2021-02-12,7110 Mustang Rim DR,80923,2868.0,5500.0,38.9288778,-104.6859753,Pikes Peak Early College,3.0,Manitou Springs Middle School,3.0,Aragon Elementary School,4.0,163.3542538354254,8
3503483,475000.0,2021-02-05,3348 Templeton Gap RD,80907,2286.0,4408.0,38.8802032,-104.7917731,Liberty High School,3.0,Carmel Middle School,,Twain Elementary School,3.0,207.78652668416447,24
2835508,479687.0,2021-02-05,10436 Wrangell CR,80924,2763.0,6250.0,38.9828574,-104.7371966,Falcon High School,5.0,,,,5.0,173.61093014838943,4
1899140,480000.0,2021-02-10,5316 Fossil Butte DR,80923,3416.0,7642.0,38.9256268,-104.7303556,Falcon High School,3.0,Sproul Junior High School,,Colorado International Language Academy,3.0,140.5152224824356,22
1489487,480601.0,2021-02-09,6352 Knapp DR,80924,2743.0,7191.0,38.9748462,-104.7190689,Power Technical Early College,4.0,,,Pinello Elementary School,4.0,175.20998906306963,0
9192959,486000.0,2021-02-11,9710 Wagner RD,80808,3131.0,1742400.0,38.9724233,-104.1672589,Rampart High School,,Horizon Middle School,,,,155.22197381028425,NaN
5903624,490000.0,2021-02-12,10207 Hidden Park WY,80831,3268.0,7792.0,38.9795393,-104.579421,The Classical Academy High School,3.0,Woodland Park Middle School,,Ridgeview Elementary School,4.0,149.93880048959608,2
7929249,490000.0,2021-02-12,8684 Meadow Tree TR,80927,3316.0,6000.0,38.9331251,-104.6678235,Pikes Peak Early College,3.0,Atlas Preparatory Middle School,,Calhan Elementary School,,147.76839565741858,2
7674006,490000.0,2021-02-05,5147 Vista Villas PT,80917,1601.0,7970.0,38.911187,-104.7333589,Goal Academy,2.0,Liberty Point International School,,Gateway Elementary School,3.0,306.0587133041849,16
9647788,494401.0,2021-02-08,4977 Makalu DR,80924,3159.0,7142.0,38.981325,-104.7330547,Cheyenne Mountain High School,4.0,,,Stetson Elementary School,5.0,156.50553972776194,5
3471466,496000.0,2021-02-10,5858 Cumbre Vista WY,80924,3100.0,7200.0,38.9464049,-104.7132451,Lewis-Palmer High School,3.0,Sproul Junior High School,,Eagleside Elementary School,3.0,160.0,4
7754418,497000.0,2021-02-12,9574 Roxborough Park CT,80924,3064.0,6229.08,38.970278,-104.733181,Patriot High School,4.0,,,Woodmen Hills Elementary School,5.0,162.20626631853787,22
2628399,498500.0,2021-02-12,6235 Lemonwood DR,80918,2643.0,13000.0,38.9213417,-104.7972437,Falcon High School,2.0,Sabin Middle School,,Pinello Elementary School,2.0,188.61142640938328,40
9176915,500000.0,2021-02-12,7593 Bonterra LN,80925,3268.0,10114.0,38.7223797,-104.6656243,Rampart High School,2.0,Watson Junior High School,,,3.0,152.99877600979192,0
8389863,505000.0,2021-02-12,10667 Ross Lake DR,80831,3636.0,13435.0,38.9854927,-104.6007415,Falcon High School,3.0,Sproul Junior High School,,Martinez Elementary School,4.0,138.88888888888889,2
3868360,510000.0,2021-02-12,53 Panorama CR,80816,2594.0,219106.8,38.8541688,-105.3119523,,,,,French Elementary School,,196.60755589822668,0
7134604,515000.0,2021-02-12,6862 QUIET POND PL,80923,4143.0,6796.0,38.9190062,-104.6996674,Sand Creek High School,3.0,Watson Junior High School,,Giberson Elementary School,4.0,124.3060584117789,5
6401605,520000.0,2021-02-10,7628 Renegade Hill DR,80923,3736.0,8645.0,38.92001459999999,-104.6846331,Vista Ridge High School,3.0,Janitell Junior High School,,Ridgeview Elementary School,4.0,139.186295503212,6
7806586,522500.0,2021-02-16,1719 N Tejon ST,80907,3179.0,9500.0,38.858494,-104.821686,Lewis-Palmer High School,1.0,Mann Middle School,,Evans International Elementary School,4.0,164.3598615916955,52
2262916,524119.0,2021-02-10,6453 Lochside VW,80927,3218.0,5500.0,38.9238811,-104.6617326,Falcon High School,3.0,Carmel Middle School,,Penrose Elementary School,,162.8710379117464,0
9385523,530000.0,2021-02-12,8715 Tranquil Knoll LN,80927,4066.0,6628.0,38.927238,-104.665252,Vista Ridge High School,3.0,,,Manitou Springs Elementary School,,130.34923757993113,1
9743056,532150.0,2021-02-10,10932 Tarbell DR,80925,3517.0,6601.0,38.7438078,-104.6263673,Pine Creek High School,2.0,Panorama Middle School,,Centennial Elementary School,,151.3079328973557,1
5386493,534133.0,2021-02-10,683 Sage Forest LN,80132,2443.0,4050.0,39.0683125,-104.8122293,Vista Ridge High School,4.0,Panorama Middle School,,French Elementary School,4.0,218.63814981580023,0
6589821,540000.0,2021-02-12,2025 Springcrest RD,80920,3490.0,6586.0,38.9723131,-104.7922781,Launch High School,4.0,Horizon Middle School,,Henry Elementary School,5.0,154.72779369627509,3
2551091,543000.0,2021-02-08,10502 Kelowna VW,80908,3313.0,7213.0,38.9834577,-104.7759978,Pine Creek High School,5.0,North Middle School,,Gateway Elementary School,5.0,163.89978871113794,4
4139796,548782.0,2021-02-05,5351 Silverstone TE,80919,3034.0,4017.0,38.9087299,-104.864502,Vista Ridge High School,4.0,Manitou Springs Middle School,,Wildflower Elementary School,5.0,180.87738958470666,30
3172508,550000.0,2021-02-16,26325 W Ramah RD,80808,3240.0,1742400.0,39.11133299999999,-104.336977,Liberty High School,,West Middle School,,Prairie Winds Elementary School,,169.7530864197531,0
5145520,550000.0,2021-02-11,1555 Swigert WY,80929,3952.0,111949.2,38.80851639999999,-104.5543069,,,Liberty Point International School,,,,139.17004048582996,0
7422539,560000.0,2021-02-16,11116 Echo Canyon DR,80908,3296.0,6325.0,38.9916279,-104.7599653,Falcon High School,5.0,Sproul Junior High School,,Widefield Elementary School of the Arts,5.0,169.90291262135923,1
2032971,565708.0,2021-02-11,11976 Artful WY,80921,3420.0,6000.0,39.0052751,-104.81353409999998,Vista Ridge High School,5.0,,,Carver Elementary School,4.0,165.41169590643275,13
8176037,570000.0,2021-02-09,7751 Barraport DR,80908,4302.0,10402.0,38.9460893,-104.6737989,Doherty High School,3.0,Horizon Middle School,,Widefield Elementary School of the Arts,,132.49651324965131,8
4574542,570000.0,2021-02-12,1186 Ptarmigan DR,80863,2717.0,15246.0,39.0049314,-105.0672947,Liberty High School,3.0,Skyview Middle School,,Turman Elementary School,3.0,209.7902097902098,7
9011848,572244.0,2021-02-10,35 Mayflower Park PL,80905,3697.0,3150.0,38.832508,-104.85239140000002,Vista Ridge High School,,Janitell Junior High School,,Venetucci Elementary School,0.0,154.78604273735462,33
5987236,583000.0,2021-02-08,164 Homeland CT,80921,3813.0,7858.0,39.043482,-104.8317587,Liberty High School,5.0,Fox Meadow Middle School,,Sunrise Elementary School,4.0,152.89798059270916,2
6905665,595000.0,2021-02-10,415 E Pikes Peak AV #401,80903,1383.0,0.0,38.8334008,-104.8171792,Aspen Valley Campus,3.0,Sabin Middle School,,Audubon Elementary School,,430.2241503976862,77
2695990,610000.0,2021-02-05,5253 Sirbal DR,80924,3379.0,8450.0,38.9821482,-104.7298387,Mesa Ridge High School,4.0,Sproul Junior High School,,Monterey Elementary School,5.0,180.52678307191476,4
6160833,620000.0,2021-02-09,3381 Fitch ST,80109,3491.0,5271.0,39.3977434,-104.8872174,Falcon High School,4.0,,,Bricker Elementary School,3.0,177.59954167860212,24
7231166,625000.0,2021-02-12,11975 Conestoga TR,80106,3538.0,114998.0,39.0037874,-104.5872421,,3.0,Galileo School Of Math And Science,,Wildflower Elementary School,3.0,176.65347654041832,2
8361328,630000.0,2021-02-12,2407 Virgo DR,80906,3814.0,10174.0,38.818217,-104.86541470000002,Vista Ridge High School,,Mann Middle School,,Henry Elementary School,5.0,165.18091242789723,4
9035918,631371.0,2021-02-09,5265 Sirbal DR,80924,4389.0,9818.0,38.9820697,-104.7294457,Vista Ridge High School,4.0,Galileo School Of Math And Science,,Bristol Elementary School,5.0,143.85304169514697,4
3225734,651353.0,2021-02-11,16324 Mountain Glory DR,80132,4207.0,12957.0,39.0674856,-104.8122317,Community Prep Charter School,4.0,Lewis-Palmer Middle School,,Manitou Springs Elementary School,4.0,154.82600427858333,0
7032793,660000.0,2021-02-02,12125 Windmill LN,80908,3339.0,215622.0,39.0075152,-104.6369887,Vista Ridge High School,3.0,Lewis-Palmer Middle School,,Midland Elementary School,3.0,197.66397124887692,0
2983946,670000.0,2021-02-12,240 Stonebeck LN,80906,4660.0,16265.0,38.7542724,-104.8406964,Vista Ridge High School,5.0,Skyview Middle School,,Prairie Winds Elementary School,5.0,143.77682403433477,3
6394332,673500.0,2021-02-10,4120 Sudbury RD,80908,3988.0,30492.0,39.094004,-104.75076,Mesa Ridge High School,,Challenger Middle School,,Widefield Elementary School of the Arts,4.0,168.88164493480443,5
1549332,675000.0,2021-02-11,18575 Pinon Park RD,80831,4159.0,435600.0,39.08903400000001,-104.484418,Lewis-Palmer High School,3.0,Russell Middle School,,Remington Elementary School,4.0,162.29862947823997,0
2564969,684000.0,2021-02-11,968 Summer Spring VW,80906,3648.0,2482.92,38.7663009,-104.8456986,Village High School,5.0,Russell Middle School,,Odyssey Elementary School,5.0,187.5,1
8422335,689900.0,2021-02-12,1216 Count Fleet CT,80921,4126.0,8844.0,39.0041494,-104.8051993,Pine Creek High School,,Mountain Ridge Middle School,,Grand Mountain School,4.0,167.20794958797867,24
3742593,729000.0,2021-02-12,16585 Curled Oak DR,80132,4466.0,9319.0,39.07119429999999,-104.8430752,Colorado Springs Early Colleges,,,,,4.0,163.2333184057322,19
6762702,766947.0,2021-02-12,4242 Horse Gulch LP,80924,3788.0,11813.0,38.9827922,-104.7469616,,,Horizon Middle School,,Stratmoor Hills Elementary School,5.0,202.46752903907074,3
9126162,852000.0,2021-02-10,7615 Pinery CR,80908,4570.0,198198.0,39.03375399999999,-104.685854,,,North Middle School,,Penrose Elementary School,3.0,186.4332603938731,0
6295634,915000.0,2021-02-12,16590 Remington RD,80908,2770.0,453024.0,39.072728,-104.651421,Pine Creek High School,,Skyview Middle School,,French Elementary School,3.0,330.3249097472924,0
9649227,945000.0,2021-02-10,625 Forest View WY,80132,7021.0,108900.0,39.1012165,-104.9029783,The Classical Academy High School,,James Irwin Charter Middle School,,Twain Elementary School,3.0,134.5962113659023,2
4231935,951000.0,2021-02-12,9364 Shipman LN,80908,4405.0,217800.0,38.9956249,-104.65461,Vista Ridge High School,,Fountain Middle School,,Edison Elementary School,3.0,215.89103291713963,0
3336671,991000.0,2021-02-12,2132 White Cliff WY,80132,5334.0,108900.0,39.1194127,-104.7870971,Woodland Park High School,,Janitell Junior High School,,Queen Palmer Elementary School,5.0,185.78927634045743,0
1312455,1015000.0,2021-02-12,20 Berthe CR,80906,5078.0,25160.26,38.7960225,-104.8416199,Zebulon Pike,,Carmel Middle School,,Bear Creek Elementary School,,199.88184324537218,20
5007884,1015000.0,2021-02-12,2107 N Cascade AV,80907,3538.0,10000.0,38.8634029,-104.8233458,,,,,Bear Creek Elementary School,4.0,286.88524590163934,63
7564277,1263000.0,2021-02-10,409 Falcons Rest PL,80863,6005.0,99752.4,38.9884688,-105.0398057,The Classical Academy High School,,Horizon Middle School,,Inspiration View Elementary School,2.0,210.3247293921732,15
4050178,1275000.0,2021-02-11,261 Thunder Ridge DR,80863,5078.0,23522.4,38.9924478,-105.0406047,Palmer High School,,Russell Middle School,,,2.0,251.08310358408824,27
1235485,1500000.0,2021-02-11,52516 HIGHWAY 9 HW,80420,5416.0,306662.4,39.2709492,-106.0459475,Liberty High School,,Russell Middle School,,Mountain View Elementary School,2.0,276.95716395864105,1
6561330,1969300.0,2021-02-12,13684 Random Ridge VW,80921,8721.0,18604.0,39.028869,-104.7853225,Castle View High School,,Mountain Ridge Middle School,,Fremont Elementary School,4.0,225.81126017658525,16
1127589,140000.0,2021-02-16,640 Myrtle AV,81212,994.0,8276.4,38.9295586,-104.6811945,Falcon High School,,Lewis-Palmer Middle School,,Grant Elementary School,4.0,140.8450704225352,4
5346500,146500.0,2021-02-17,6614 W DUBLIN LP #1,80918,816.0,397.0,38.9276306,-104.7911247,Zebulon Pike,,Skyview Middle School,,High Plains Elementary School,2.0,179.5343137254902,46
8930072,165000.0,2021-02-18,5038 El Camino DR #62,80918,770.0,284.0,38.9033706,-104.7716635,,,Skyview Middle School,,,2.0,214.28571428571428,72
1801286,192000.0,2021-02-19,328 Robbins Mill PL,80910,884.0,3200.0,38.826132,-104.750575,Liberty High School,,Lewis-Palmer Middle School,,Evans International Elementary School,1.0,217.1945701357466,39
1715069,197000.0,2021-02-19,418 E Ohio AV,80817,812.0,5000.0,38.6830011,-104.6959315,Lewis-Palmer High School,,Sproul Junior High School,,Columbia Elementary School,1.0,242.61083743842366,38
5380450,213000.0,2021-02-18,2133 S Corona AV,80905,1330.0,6200.0,38.8027628,-104.8078778,Falcon High School,,,,Odyssey Elementary School,2.0,160.15037593984962,37
2756799,214000.0,2021-02-17,7554 Patillas CT,80920,672.0,2295.0,38.941649,-104.767219,Cheyenne Mountain High School,,Falcon Middle School,,Grand Mountain School,3.0,318.45238095238096,54
3308889,215800.0,2021-02-19,3415 Springnite DR,80916,686.0,4625.0,38.7829818,-104.7504646,,,Fountain Middle School,,,2.0,314.5772594752187,45
8731079,219000.0,2021-02-19,217 Sunnyside ST,80226,1020.0,10454.4,39.0131277,-104.6381425,Peyton Senior High School,,Horizon Middle School,,Aragon Elementary School,3.0,214.7058823529412,0
6715649,219500.0,2021-02-18,4509 Kingfisher PT,80922,1479.0,0.09,38.89416689999999,-104.6863708,Cheyenne Mountain High School,,Janitell Junior High School,,Sunrise Elementary School,,148.4110885733604,7
3353059,225000.0,2021-02-16,2604 Hearthwood LN,80917,901.0,916.0,38.8710382,-104.7557777,,,Russell Middle School,,Mountain Vista Community School,2.0,249.72253052164262,55
8353962,240000.0,2021-02-16,940 Azure CR,80910,1250.0,1300.0,38.81967,-104.7635336,,,Challenger Middle School,,Evans International Elementary School,2.0,192.0,44
6267747,240000.0,2021-02-17,2489 S Xanadu WY #B,80014,1091.0,871.0,39.67078980000001,-104.8303381,,,Jenkins Middle School,,King Elementary School,1.0,219.98166819431714,41
4554304,243500.0,2021-02-18,521 Shady Crest CR,80916,1372.0,544.0,38.824725,-104.745899,,,Carmel Middle School,1.0,Rudy Elementary School,3.0,177.47813411078718,35
9908666,250000.0,2021-02-16,340 N Orchard AV,81212,1129.0,21780.0,38.4516597,-105.2172639,,,,2.0,New Summit Charter Academy,2.0,221.43489813994685,43
9102924,252000.0,2021-02-18,4202 Whittier DR,80910,1824.0,8300.0,38.8314036,-104.7499747,,,Fox Meadow Middle School,1.0,Bear Creek Elementary School,1.0,138.1578947368421,53
9900339,260000.0,2021-02-18,1873 Saratoga DR,80910,978.0,4000.0,38.804835,-104.776711,,,Skyview Middle School,,Ridgeview Elementary School,2.0,265.84867075664624,33
4671618,260000.0,2021-02-16,1675 12th ST,81240,2052.0,201178.0,38.8360377,-104.8447361,,,,3.0,Ridgeview Elementary School,3.0,126.7056530214425,60
6219844,265250.0,2021-02-18,16372 E Fremont AV #6,80016,956.0,348.0,39.5851835,-104.797288,,,Watson Junior High School,4.0,Lewis-Palmer Elementary School,1.0,277.4581589958159,19
5187061,267900.0,2021-02-18,4645 Ports Down LN,80911,1501.0,966.0,38.7685521,-104.741083,,,Skyview Middle School,,French Elementary School,,178.48101265822785,36
8862015,270000.0,2021-02-17,226 W Rockrimmon BL #D,80919,1914.0,720.0,38.929217,-104.831431,,,Skyview Middle School,4.0,Meridian Ranch Elementary School,4.0,141.06583072100312,39
7252422,271500.0,2021-02-17,2110 Alicia PT #202,80919,1141.0,565.0,38.9270766,-104.8639797,,,Skyview Middle School,4.0,Eagleside Elementary School,2.0,237.94916739702015,40
3386551,272000.0,2021-02-18,11894 Trissino HT,80831,855.0,3195.0,38.9426229,-104.6057992,,,Skyview Middle School,3.0,Remington Elementary School,3.0,318.12865497076024,47
8946836,273000.0,2021-02-12,1126 Calvert AV,80904,785.0,7172.0,38.836531,-104.864714,,,Horizon Middle School,3.0,Martin Luther King Junior Elementary School,0.0,347.77070063694265,51
