High School Rank
2
3
1
4
3
3
0
3
2
2
5
5
1
1
0
NaN
3
3
5
1
2
2
4
1
2
1
0
1
1
2
1
1
2
2
3
2
2
2
3
NaN
2
2
5
3
3
3
1
NaN
NaN
1
3
NaN
1
5
0
3
1
2
4
2
NaN
2
4
4
3
1
1
4
2
0
2
1
2
2
4
5
3
2
2
NaN
2
2
1
3
1
4
1
2
NaN
3
2
1
3
3
3
2
2
1
2
1
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
3
2
2
3
1
2
0
3
2
2
2
1
3
1
3
2
5
2
1
NaN
2
3
1
1
3
2
2
4
3
2
3
3
2
5
4
1
3
3
2
3
4
3
3
2
0
4
3
4
4
3
5
3
3
2
5
5
2
5
2
3
4
NaN
NaN
3
2
4
4
5
3
5
5
2
4
5
5
3
3
4
2
4
4
4
5
4
5
NaN
NaN
NaN
4
4
4
1
3
5
5
3
3
5
4
2
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
4
3
1
2
1
2
2
1
1
5
1
1
3
0
0
2
2
2
0
5
4
NaN
2
2
4
2
3
2
2
5
1
4
1
2
2
0
0
3
1
2
2
0
3
5
3
3
3
5
4
NaN
4
3
3
3
4
3
3
3
4
4
4
5
3
4
2
3
4
5
4
3
5
4
2
3
5
NaN
1
1
2
1
4
2
NaN
4
4
NaN
5
3
1
2
1
3
1
3
3
4
0
2
2
3
3
0
1
2
2
1
2
3
3
2
5
2
2
4
2
2
2
3
2
3
2
0
2
2
4
NaN
3
4
3
3
5
2
2
3
4
2
4
2
5
2
3
4
2
3
0
3
2
2
1
3
4
4
3
2
2
3
1
5
3
NaN
0
3
5
2
2
3
3
1
3
5
2
5
1
NaN
4
1
NaN
4
0
4
5
4
1
4
4
5
3
4
1
5
2
5
3
4
4
5
3
5
3
4
NaN
NaN
1
1
3
3
2
NaN
5
5
3
2
2
2
1
0
2
5
NaN
1
1
1
1
3
2
1
NaN
3
4
NaN
0
NaN
3
3
1
3
1
3
1
2
4
4
3
4
3
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
0
2
3
3
2
4
4
2
2
1
1
1
2
2
4
4
4
NaN
1
NaN
4
1
2
2
2
0
2
NaN
5
1
2
4
2
3
3
3
4
3
2
2
4
1
3
3
3
3
4
4
2
2
3
3
3
2
3
1
3
3
3
3
3
3
3
2
3
4
3
3
3
2
4
3
3
2
5
3
3
2
3
3
4
3
2
4
4
3
5
3
NaN
3
4
4
4
3
1
NaN
4
5
3
1
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
1
3
3
NaN
4
1
4
NaN
4
0
1
3
5
3
NaN
0
5
3
3
0
NaN
1
4
1
4
NaN
2
2
2
1
2
4
3
2
1
3
3
1
2
3
0
1
3
2
5
0
0
3
2
3
3
2
NaN
3
2
2
1
2
2
3
2
3
2
3
2
0
2
2
3
3
3
3
4
3
2
2
3
5
2
4
2
0
3
2
1
2
1
2
5
2
4
2
2
2
2
2
3
3
3
2
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
2
1
3
3
2
3
2
2
3
5
2
NaN
3
3
4
NaN
4
3
3
3
4
3
4
3
4
5
3
3
4
4
NaN
4
5
3
3
5
4
2
5
4
5
3
NaN
4
2
2
5
4
NaN
5
5
4
1
5
4
5
5
2
NaN
3
3
5
5
5
5
4
5
3
4
5
4
5
4
NaN
4
3
5
2
4
4
3
3
3
5
5
4
5
1
3
4
NaN
2
2
2
1
2
1
1
2
0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
3
2
2
4
3
NaN
4
3
2
3
2
2
2
2
2
5
NaN
2
1
2
3
2
3
2
3
NaN
3
2
3
3
4
1
5
3
5
4
NaN
0
3
5
3
1
2
1
1
3
NaN
2
2
2
1
3
2
0
3
1
1
1
2
4
1
2
5
4
3
2
3
2
2
2
1
2
3
1
2
2
4
2
2
3
4
2
2
2
2
4
4
5
2
3
3
3
4
4
3
3
1
3
4
3
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
3
1
3
3
4
3
3
0
2
2
4
3
3
3
4
3
4
5
4
NaN
3
5
NaN
5
4
2
NaN
4
1
NaN
4
NaN
4
NaN
4
3
3
1
2
2
NaN
4
4
0
1
NaN
1
0
1
3
2
1
3
3
1
NaN
3
2
3
3
3
1
2
4
3
NaN
4
5
5
5
3
NaN
2
NaN
5
NaN
1
1
3
3
NaN
2
4
2
3
2
3
0
4
1
1
1
1
2
5
2
2
2
1
1
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
2
4
3
2
1
2
4
2
4
4
3
3
5
1
3
1
2
2
2
5
3
2
2
3
NaN
2
3
3
2
2
2
3
5
4
3
3
2
4
5
5
1
5
4
0
3
4
3
NaN
2
3
4
3
3
5
3
3
5
3
4
NaN
3
3
2
4
3
4
2
2
3
NaN
3
3
1
3
3
2
4
4
5
4
NaN
NaN
5
5
3
3
NaN
5
3
4
4
3
NaN
4
4
3
5
NaN
3
5
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
